,index,代码,名称,成交额,总市值,换手率,首次封板时间,date,t-1 open,t-1 close,t-1 high,t-1 low,t-1 volume,t+0 open,t+0 close,t+0 high,t+0 low,t+0 volume,t+1 open,t+1 close,t+1 high,t+1 low,t+1 volume
33,33,600239,云南城投,477331440,4704662652.16,10.700340270996094,131653,20231031,2.68,2.66,2.84,2.56,498003768.0,2.66,2.93,2.93,2.58,477331447.0,2.94,3.05,3.22,2.91,991482326.0
34,34,600322,津投城开,565540752,3018561000.0,19.98207664489746,132458,20231031,2.25,2.48,2.48,2.25,147908835.0,2.51,2.73,2.73,2.36,565540749.0,2.67,2.63,2.95,2.56,695857492.0
35,35,600792,云煤能源,241602360,4167578356.0,5.994354724884033,134636,20231031,3.76,3.83,3.86,3.76,61612587.0,3.83,4.21,4.21,3.8,241602360.0,4.17,4.17,4.27,4.12,278700750.0
36,36,002640,跨境通,885939424,6886542669.76,14.970309257507324,143218,20231031,4.06,4.02,4.11,3.92,623689642.59,3.99,4.42,4.42,3.93,885939421.46,4.46,4.53,4.85,4.39,2003666503.52
37,0,000892,欢瑞世纪,184284039,3717916019.2,6.690242290496826,092500,20231031,3.51,3.61,3.61,3.5,25941055.0,3.97,3.79,3.97,3.74,184284039.38,3.72,3.78,3.9,3.7,117781899.89
38,1,603283,赛腾股份,760484592,10837103606.800001,7.461623191833496,092503,20231031,45.95,50.6,50.6,45.25,299297652.0,55.66,54.1,55.66,53.1,760484593.0,53.53,54.16,56.48,53.29,546077888.0
39,2,600520,文一科技,1683394880,3564675000.0,45.900081634521484,093004,20231031,19.3,22.11,22.11,19.3,1369940555.0,23.9,22.5,24.32,21.5,1683394873.0,23.5,24.75,24.75,22.62,1658574560.0
40,3,603890,春秋电子,636548768,4864563731.84,12.807060241699219,093007,20231031,9.81,10.85,10.85,9.81,321812955.0,11.94,11.08,11.94,10.85,636548770.0,10.73,10.66,11.19,10.53,368269388.0
41,4,688627,精智达,387653296,9871234170.0,17.6875057220459,093019,20231031,89.44,94.0,96.0,87.0,102364881.0,108.0,105.0,112.8,104.0,387653296.0,102.56,93.3,103.0,91.52,306715075.0
42,5,603611,诺力股份,317926304,4781070680.96,6.572556018829346,093055,20231031,18.1,18.07,18.2,17.82,100561166.0,19.18,18.56,19.88,18.32,317926303.0,18.56,18.71,18.82,17.83,199459856.0
43,6,603556,海兴电力,239480260,11088241049.12,2.1701302528381348,093056,20231031,22.41,21.08,22.56,21.0,149027785.0,21.99,22.69,23.19,21.99,239480260.0,22.58,22.86,23.22,22.26,179748699.0
44,7,002232,启明信息,2629767056,8379328668.4800005,29.55630874633789,093121,20231031,20.36,20.36,20.36,20.36,68950585.56,21.81,20.51,22.4,20.31,2629767059.65,18.46,18.46,18.46,18.46,196503008.0
45,8,002106,莱宝高科,745925600,7432244164.799999,9.803276062011719,093148,20231031,9.58,10.02,10.06,9.47,252686985.91,10.15,10.53,11.02,9.96,745925603.06,10.32,10.73,10.93,10.27,721938600.89
46,9,002178,延华智能,798959936,3311511487.2000003,23.055282592773438,093227,20231031,4.15,4.59,4.59,4.13,123149272.19,4.8,4.65,5.05,4.6,798959935.9,4.57,4.58,4.85,4.56,456561982.51
47,10,605255,天普股份,205423347,2446960000.0,8.409077644348145,093253,20231031,16.59,16.88,16.88,16.25,45410568.0,16.75,18.25,18.57,16.75,205423347.0,17.0,17.64,17.77,16.61,192281611.0
48,11,002988,豪美新材,206594216,4776462376.92,4.322333812713623,093854,20231031,19.98,19.07,20.29,18.89,110371849.98,19.0,20.52,20.98,18.97,206594215.62,19.8,20.21,20.5,19.59,115949373.1
49,12,001300,三柏硕,158408914,2996005983.06,19.350698471069336,094006,20231031,12.58,11.78,12.59,11.71,107026636.35,11.75,12.29,12.96,11.62,158408913.94,12.12,12.4,12.78,11.93,135102053.85
50,13,603338,浙江鼎力,861466512,27570641630.4,3.1346664428710938,095225,20231031,50.62,50.62,50.62,50.02,173466752.0,51.63,54.45,55.68,51.63,861466511.0,54.79,53.5,54.79,52.5,620673129.0
51,14,603108,润达医疗,3280126720,11430534560.64,27.561105728149414,103211,20231031,19.22,19.71,19.71,18.8,821263488.0,20.5,19.72,21.68,19.3,3280126713.0,20.01,19.57,20.85,19.11,2134327889.0
52,15,603779,威龙股份,454590480,3237649248.96,13.897477149963379,103242,20231031,9.28,9.49,9.58,9.22,243309928.0,9.45,9.73,10.44,9.23,454590475.0,10.14,9.94,10.7,9.87,543184450.0
53,16,600645,中源协和,659733184,9836285793.92,6.78930139541626,105126,20231031,18.9,19.65,20.48,18.8,321728972.0,19.62,21.02,21.62,19.59,659733180.0,21.04,21.02,21.37,20.69,371099065.0
54,17,603069,海汽集团,285439392,5925000000.0,4.817111492156982,110431,20231031,17.39,17.63,17.77,17.38,79690021.0,17.52,18.75,19.39,17.37,285439394.0,18.59,18.24,18.59,18.16,154921646.0
55,18,603178,圣龙股份,2242828960,9600686487.41,23.708782196044922,130454,20231031,36.7,38.37,38.5,36.7,1504677647.0,37.18,40.61,42.21,37.14,2242828953.0,36.55,36.55,36.55,36.55,214808005.0
56,19,600623,华谊集团,397285424,14515171776.0,3.1284563541412354,132003,20231031,6.3,6.31,6.36,6.29,43514288.0,6.5,6.81,6.94,6.45,397285427.0,6.88,6.94,7.05,6.8,377058690.0
57,20,600119,长江投资,58953927,2421742539.84,2.91807222366333,145203,20231031,6.2,6.28,6.33,6.18,18646364.0,6.3,6.63,6.91,6.26,58953927.0,6.4,7.29,7.29,6.25,203040882.0
0,0,000628,高新发展,589580816,14919058000.0,7.248051166534424,092500,20231101,38.5,38.5,38.5,38.5,259265853.0,42.35,42.35,42.35,42.35,589580818.75,46.59,46.59,46.59,46.3,4084983693.69
1,1,002277,友阿股份,34363028,5660341567.999999,0.6070839762687683,092500,20231101,3.69,3.69,3.69,3.69,38037258.0,4.06,4.06,4.06,4.06,34363028.0,4.47,3.91,4.47,3.88,807163275.86
2,2,002981,朝阳科技,95109181,3329280000.0,3.2950809001922607,093048,20231101,30.65,31.53,31.53,30.0,101271079.0,33.9,34.68,34.68,33.11,95109181.2,38.15,38.15,38.15,38.15,16240455.0
3,3,603929,亚翔集成,501210672,5515356000.0,9.286707878112793,093101,20231101,23.5,23.5,23.5,23.5,23563450.0,24.88,25.85,25.85,24.19,501210673.0,28.4,23.5,28.44,23.27,1182893779.0
4,4,002889,东方嘉盛,560844208,6070527892.0,14.480110168457031,093233,20231101,27.0,28.6,28.6,26.2,612961992.19,30.99,31.46,31.46,29.5,560844212.6,30.83,34.61,34.61,30.52,800338015.11
5,5,603266,天龙股份,1048074800,5920858547.5,18.39127540588379,093328,20231101,27.06,27.06,27.06,27.06,351264372.0,24.88,29.77,29.77,24.88,1048074794.0,32.58,32.75,32.75,31.91,269941861.0
6,6,000670,盈方微,356703584,5871550718.400001,6.947847843170166,093412,20231101,6.74,6.54,6.74,6.5,299947633.0,6.58,7.19,7.19,6.58,356703585.91,7.29,7.05,7.49,7.02,885180561.37
7,7,600545,卓郎智能,214065014,5149187205.12,4.213796138763428,093437,20231101,2.68,2.62,2.73,2.61,92010274.0,2.76,2.88,2.88,2.71,214065014.0,2.91,2.78,3.0,2.78,360577351.0
8,8,603003,龙宇股份,438395136,4692491070.08,9.601531982421875,093702,20231101,11.02,10.6,11.02,10.45,499160189.0,10.56,11.66,11.66,10.55,438395132.0,12.69,11.22,12.83,11.11,1203730118.0
9,9,002201,正威新材,157995861,5343417168.0,3.0370800495147705,093721,20231101,7.58,7.45,7.58,7.32,149944456.21,7.45,8.2,8.2,7.43,157995861.3,8.31,7.97,8.39,7.97,389509831.68
10,10,002786,银宝山新,346127488,3642748200.0,9.647785186767578,093803,20231101,7.01,6.68,7.03,6.53,330147022.48,6.63,7.35,7.35,6.55,346127484.1,7.64,7.72,7.9,7.4,795417814.23
11,11,002898,赛隆药业,285021024,2979680000.0,17.946088790893555,094039,20231101,14.8,15.39,15.39,14.68,95574558.8,15.83,16.93,16.93,14.53,285021025.97,18.62,18.62,18.62,15.7,614800535.15
12,12,300337,银邦股份,1093297312,7167142400.000001,18.247806549072266,094106,20231101,7.25,7.27,7.5,7.22,261803066.0,7.55,8.72,8.72,7.55,1093297310.0,9.45,9.49,9.98,9.14,1948075289.0
13,13,600520,文一科技,1658574560,3921142500.0,43.08640670776367,094250,20231101,23.9,22.5,24.32,21.5,1683394873.0,23.5,24.75,24.75,22.62,1658574560.0,26.02,22.28,26.66,22.28,1747263953.0
14,14,603322,超讯通信,611403952,5650276914.0,11.025702476501465,094428,20231101,33.77,32.59,34.34,32.52,264359190.0,32.96,35.85,35.85,32.66,611403953.0,35.84,34.4,35.84,33.99,621768159.0
15,15,605319,无锡振华,169618240,5370338003.52,12.224929809570312,095031,20231101,20.35,19.49,20.58,19.26,153725774.0,19.59,21.44,21.44,19.5,169618240.0,21.57,22.2,23.38,20.81,423008131.0
16,16,600335,国机汽车,443647024,12011183164.64,3.7879486083984375,095244,20231101,7.37,7.3,7.45,7.2,131503144.0,7.29,8.03,8.03,7.24,443647019.0,8.63,8.83,8.83,8.13,1189191651.0
17,17,600203,福日电子,851418768,5467350097.6,16.425029754638672,095537,20231101,8.8,8.38,9.48,8.37,971368968.0,8.18,9.22,9.22,7.88,851418760.0,9.4,8.78,9.6,8.58,976464306.0
18,18,603390,通达电气,99949310,3312891464.64,3.0806522369384766,100143,20231101,8.53,8.56,8.65,8.5,33562425.0,8.58,9.42,9.42,8.56,99949310.0,9.98,10.36,10.36,9.86,87847185.0
19,19,002454,松芝股份,276887888,5066367696.0,5.674549579620361,101448,20231101,7.69,7.33,7.74,7.26,227184399.76,7.34,8.06,8.06,7.31,276887884.38,8.28,7.92,8.28,7.88,586265470.39
20,20,603048,浙江黎明,195013444,2930256000.0,26.65680503845215,101634,20231101,18.09,18.14,19.62,17.99,121290866.0,18.35,19.95,19.95,17.95,195013444.0,20.0,19.16,20.43,19.16,288585896.0
21,21,001380,华纬科技,182968082,4604882400.0,16.735855102539062,101809,20231101,33.15,32.48,33.84,32.39,63461486.04,32.16,35.73,35.73,32.16,182968081.72,36.7,34.1,37.47,34.1,311253309.76
22,22,003020,立方制药,232582914,4938750843.0,11.018778800964355,104157,20231101,28.9,28.12,28.9,27.95,130181757.67,28.12,30.93,30.93,27.61,232582913.59,32.47,29.88,32.49,29.35,412154092.59
23,23,603982,泉峰汽车,303984608,4359643393.44,7.771850109100342,104324,20231101,15.51,15.16,15.56,15.04,140402808.0,15.26,16.68,16.68,14.93,303984611.0,17.0,16.55,17.13,16.36,477610048.0
24,24,600468,百利电气,236722031,5960789597.440001,4.158793926239014,110730,20231101,5.1,4.98,5.14,4.95,214585356.0,4.99,5.48,5.48,4.96,236722031.0,5.65,5.64,5.91,5.55,849242102.0
25,25,603015,弘讯科技,114328489,3763278964.48,3.1274890899658203,112338,20231101,8.53,8.46,8.53,8.41,29151867.0,8.48,9.31,9.31,8.47,114328489.0,9.71,9.08,9.75,8.96,263318907.0
26,26,603803,瑞斯康达,341322272,3817717391.04,9.328994750976562,130144,20231101,8.1,7.97,8.2,7.92,61794659.0,7.97,8.77,8.77,7.94,341322274.0,9.23,8.54,9.65,8.48,623783765.0
27,27,301289,国缆检测,345016352,4389060000.0,25.836902618408203,130351,20231101,48.18,46.89,48.9,46.54,155258637.0,46.8,56.27,56.27,46.32,345016355.0,55.89,58.5,59.7,54.02,614375982.0
28,28,600105,永鼎股份,815640208,8469652325.76,10.008777618408203,130604,20231101,5.6,5.48,5.6,5.46,193809659.0,5.48,6.03,6.03,5.46,815640202.0,6.01,5.84,6.03,5.81,633568024.0
29,29,002476,宝莫股份,165113883,3298680000.0,5.18657112121582,131527,20231101,4.81,4.9,4.96,4.79,63616961.22,4.91,5.39,5.39,4.85,165113882.98,5.59,5.45,5.85,5.27,369173922.93
30,30,603706,东方环宇,120634393,3261170335.08,3.8650825023651123,132406,20231101,15.88,15.65,15.9,15.56,22839875.0,16.13,17.22,17.22,15.7,120634393.0,17.55,16.95,17.8,16.83,200537408.0
31,31,603037,凯众股份,370912432,2649921468.0499997,14.683514595031738,132644,20231101,18.97,17.68,19.29,17.58,377728461.0,17.51,19.45,19.45,17.39,370912424.0,19.62,20.18,21.39,19.61,540701075.0
32,32,300210,森远股份,551890960,2769738125.44,21.844276428222656,134512,20231101,4.17,4.77,4.97,4.17,388636448.0,5.2,5.72,5.72,4.21,551890966.0,6.01,6.86,6.86,5.9,403708299.0
33,33,001238,浙江正特,414442224,2938100000.0,51.520225524902344,135403,20231101,21.51,24.28,24.28,21.5,155024122.3,24.66,26.71,26.71,23.7,414442225.97,25.0,29.38,29.38,24.92,548944771.58
34,34,002356,赫美集团,101233605,6779185909.76,1.5559319257736206,135539,20231101,4.68,4.7,4.79,4.67,27559921.0,4.75,5.17,5.17,4.72,101233605.3,5.49,5.26,5.49,5.04,232365287.45
35,35,002810,山东赫达,223443406,6377590015.2,3.9318578243255615,141757,20231101,16.81,16.94,16.97,16.8,57842428.07,17.0,18.63,18.63,16.88,223443406.13,18.71,18.78,19.4,18.28,335753603.04
36,36,600119,长江投资,203040882,2662820982.72,9.712297439575195,142354,20231101,6.3,6.63,6.91,6.26,58953927.0,6.4,7.29,7.29,6.25,203040882.0,7.28,7.49,7.87,6.92,352687659.0
37,0,300588,熙菱信息,781519536,2577200063.8,38.475189208984375,092503,20231101,12.28,12.38,12.76,12.08,161903455.0,14.86,13.46,14.86,13.23,781519527.0,12.82,12.3,12.97,12.24,500161470.0
38,1,600197,伊力特,818997600,11034623810.56,7.187182426452637,093002,20231101,22.45,22.49,22.65,22.35,127283862.0,24.73,23.38,24.74,23.16,818997599.0,22.68,21.94,23.07,21.94,483378039.0
39,2,600200,江苏吴中,2102045392,7343667010.400001,27.765121459960938,093037,20231101,8.95,9.96,9.96,8.81,1081727202.0,10.66,10.31,10.96,10.16,2102045397.0,9.38,9.44,10.09,9.28,1431265276.0
40,3,603779,威龙股份,543184448,3307526570.8799996,15.893959999084473,093049,20231101,9.45,9.73,10.44,9.23,454590475.0,10.14,9.94,10.7,9.87,543184450.0,9.62,9.54,9.79,9.33,381815333.0
41,4,600189,泉阳泉,798312800,7194889948.4800005,10.86353874206543,093118,20231101,8.62,9.54,9.54,8.62,262083678.0,10.48,10.06,10.49,9.97,798312801.0,10.09,10.19,10.47,9.69,548838210.0
42,5,605068,明新旭腾,105211077,4086254996.64,7.800449848175049,093137,20231101,26.02,24.5,26.02,24.2,92846704.0,24.5,25.14,26.95,24.4,105211077.0,25.07,24.82,25.37,24.6,94447073.0
43,6,600610,中毅达,503014960,8238101735.52,14.25219440460205,093902,20231101,7.58,7.35,7.77,7.25,268806660.0,7.39,7.69,8.09,7.35,503014961.0,7.79,7.39,7.8,7.33,319560381.0
44,7,002905,金逸影视,242409887,3789542400.0,6.766936779022217,093921,20231101,9.85,9.65,9.96,9.56,109948938.76,9.55,10.07,10.62,9.55,242409887.32,9.87,10.16,10.46,9.81,218975845.56
45,8,002420,毅昌科技,555091664,2827050000.0,19.93235969543457,094027,20231101,6.85,6.66,7.11,6.56,365638898.0,6.59,7.05,7.33,6.56,555091656.57,7.09,6.91,7.25,6.8,492975293.28
46,9,002558,巨人网络,1463868688,24540428977.920002,5.8243818283081055,094206,20231101,12.02,11.81,12.27,11.69,705607944.11,11.84,12.24,12.99,11.7,1463868684.85,12.3,12.48,12.86,12.15,1462484116.83
47,10,300291,百纳千成,956477456,6442525192.32,16.86040687561035,094306,20231101,6.47,6.05,6.77,6.05,506689734.0,6.2,6.84,7.26,6.2,956477453.0,7.01,8.21,8.21,7.0,659966046.0
48,11,605577,龙版传媒,422194592,6066666715.2,16.261144638061523,094701,20231101,12.87,12.95,13.86,12.7,227447534.0,12.55,13.65,14.25,12.54,422194593.0,13.26,15.02,15.02,13.26,479289625.0
49,12,002341,新纶新材,358223104,4251671844.48,8.289909362792969,094827,20231101,3.58,3.54,3.71,3.51,131128142.28,3.51,3.69,3.89,3.5,358223097.8,3.64,3.84,4.05,3.54,443004544.71
50,13,600239,云南城投,991482320,4897345081.599999,19.97517204284668,094911,20231101,2.66,2.93,2.93,2.58,477331447.0,2.94,3.05,3.22,2.91,991482326.0,2.92,2.93,3.18,2.75,718931218.0
51,14,603721,中广天择,528186800,2511600000.0,20.18589973449707,094915,20231101,18.03,19.48,19.48,17.98,378908098.0,19.59,19.32,21.43,18.55,528186807.0,18.5,19.06,20.09,18.5,458232308.0
52,15,003026,中晶科技,351231072,4035403991.6,15.480851173400879,101145,20231101,37.81,38.75,38.9,37.41,144109281.34,38.17,40.1,42.63,38.17,351231070.1,40.0,39.05,40.13,39.01,169934226.69
53,16,605005,合兴股份,262155554,7514739999.999999,27.051923751831055,103704,20231101,18.13,17.83,18.35,17.61,74769177.0,17.7,18.74,19.61,17.7,262155554.0,18.74,18.2,18.99,18.2,181411951.0
54,17,300709,精研科技,2373078432,6827153425.889999,43.43647766113281,110045,20231101,33.99,32.82,34.68,31.74,1608730179.0,33.06,36.69,39.38,33.06,2373078436.0,37.88,34.72,39.3,34.56,1797791930.0
55,18,002976,瑞玛精密,188383768,4049272302.0,8.63300895690918,110945,20231101,30.95,32.11,32.26,30.83,87246486.2,32.07,33.61,35.32,31.94,188383767.84,33.95,36.97,36.97,33.95,222391364.8
56,19,301528,多浦乐,458262448,5336399000.0,39.11049270629883,112615,20231101,73.72,72.51,74.38,71.91,60690695.0,72.99,86.21,87.01,72.55,458262451.0,88.0,80.83,89.95,80.09,367106613.0
57,20,600363,联创光电,546793552,15536854642.720001,3.578822135925293,130013,20231101,32.8,32.11,32.9,31.76,163899733.0,32.11,34.13,35.32,32.11,546793558.0,34.13,33.77,34.7,33.59,339295515.0
0,0,000628,高新发展,4084983696,16412725200.000002,45.64984130859375,092500,20231102,42.35,42.35,42.35,42.35,589580818.75,46.59,46.59,46.59,46.3,4084983693.69,46.66,45.33,47.99,44.71,3015730764.74
1,1,002981,朝阳科技,16240455,3662400000.0,0.5023008584976196,092500,20231102,33.9,34.68,34.68,33.11,95109181.2,38.15,38.15,38.15,38.15,16240455.0,41.97,41.97,41.97,40.47,173625376.6
2,2,002898,赛隆药业,614800528,3277120000.0,34.918087005615234,092500,20231102,15.83,16.93,16.93,14.53,285021025.97,18.62,18.62,18.62,15.7,614800535.15,20.0,16.76,20.02,16.76,566349759.98
3,3,000676,智度股份,852447168,11871514876.800001,7.240871429443359,093015,20231102,7.99,8.45,8.86,7.5,2538379751.38,9.0,9.3,9.3,9.0,852447169.98,9.4,8.67,9.49,8.37,2747073479.52
4,4,603266,天龙股份,269941856,6513541062.5,4.165246963500977,093017,20231102,24.88,29.77,29.77,24.88,1048074794.0,32.58,32.75,32.75,31.91,269941861.0,36.03,36.03,36.03,36.03,167900232.0
5,5,603390,通达电气,87847185,3643477237.12,2.4530222415924072,093021,20231102,8.58,9.42,9.42,8.56,99949310.0,9.98,10.36,10.36,9.86,87847185.0,11.4,11.4,11.4,11.4,65299200.0
6,6,002976,瑞玛精密,222391365,4454079054.0,9.402743339538574,093130,20231102,32.07,33.61,35.32,31.94,188383767.84,33.95,36.97,36.97,33.95,222391364.8,40.67,35.86,40.67,34.6,603741121.09
7,7,000570,苏常柴Ａ,161909214,4128301195.2,5.616669654846191,093357,20231102,5.21,5.32,5.35,5.18,95474562.23,5.35,5.85,5.85,5.35,161909213.7,5.77,5.68,5.79,5.65,381962061.29
8,8,003040,楚天龙,1001940848,9079767209.92,23.69012451171875,093412,20231102,18.61,17.9,18.7,17.83,389014576.86,18.0,19.69,19.69,17.93,1001940843.63,19.59,19.26,19.59,18.92,890590295.84
9,9,000917,电广传媒,339893232,8817200409.92,3.9295506477355957,093421,20231102,5.55,5.65,5.92,5.49,450256178.18,5.65,6.22,6.22,5.65,339893228.1,6.4,6.1,6.4,5.94,1011455611.34
10,10,300291,百纳千成,659966048,7732914010.080001,10.347451210021973,093624,20231102,6.2,6.84,7.26,6.2,956477453.0,7.01,8.21,8.21,7.0,659966046.0,8.2,7.99,8.6,7.6,1554854644.0
11,11,002343,慈文传媒,308332576,3343645747.2,9.363767623901367,093639,20231102,6.2,6.4,6.54,6.2,147828231.5,6.49,7.04,7.04,6.42,308332570.4,6.78,6.79,6.96,6.61,438320571.64
12,12,600335,国机汽车,1189191648,13207814115.04,9.220446586608887,094137,20231102,7.29,8.03,8.03,7.24,443647019.0,8.63,8.83,8.83,8.13,1189191651.0,9.2,8.48,9.39,8.44,1018748066.0
13,13,002292,奥飞娱乐,821984336,11918319549.76,10.705482482910156,094339,20231102,7.21,7.33,7.78,7.21,575101190.32,7.28,8.06,8.06,7.26,821984333.99,8.06,7.82,8.06,7.78,1237459433.42
14,14,300210,森远股份,403708304,3321748870.7200003,12.952703475952148,094848,20231102,5.2,5.72,5.72,4.21,551890966.0,6.01,6.86,6.86,5.9,403708299.0,7.58,7.3,8.19,7.01,1089620525.0
15,15,002889,东方嘉盛,800338016,6678352522.0,19.15619659423828,095239,20231102,30.99,31.46,31.46,29.5,560844212.6,30.83,34.61,34.61,30.52,800338015.11,34.61,31.15,34.63,31.15,547732683.12
16,16,301091,深城交,423714512,7225920000.0,12.928634643554688,095527,20231102,19.33,19.3,20.22,19.25,103709018.0,19.22,23.16,23.16,19.18,423714508.0,23.24,23.2,25.77,22.51,905528299.0
17,17,300063,天龙集团,1012908272,4614063546.24,28.311504364013672,100654,20231102,4.95,5.1,5.39,4.95,784446564.0,5.13,6.12,6.12,5.13,1012908270.0,5.6,5.8,6.08,5.59,1179878247.0
18,18,605577,龙版传媒,479289632,6675555608.96,17.544572830200195,101124,20231102,12.55,13.65,14.25,12.54,422194593.0,13.26,15.02,15.02,13.26,479289625.0,14.38,14.63,15.02,13.82,485781678.0
19,19,002238,天威视讯,239417657,5802502784.64,4.229004859924316,101203,20231102,6.45,6.57,6.67,6.45,44560190.81,6.54,7.23,7.23,6.52,239417656.69,7.35,7.95,7.95,7.01,438025393.71
20,20,603533,掌阅科技,401040736,9133443073.92,4.519057273864746,104235,20231102,18.7,18.92,19.38,18.64,122629984.0,18.95,20.81,20.81,18.95,401040728.0,20.8,21.0,21.45,19.91,816974140.0
21,21,002020,京新药业,635912896,12364378392.96,6.969274520874023,105154,20231102,13.29,13.05,13.29,12.98,223925417.91,13.1,14.36,14.36,12.89,635912891.89,14.4,14.05,14.57,13.86,757073458.35
22,22,600006,东风汽车,688136768,13440000000.0,5.319284439086914,111434,20231102,6.08,6.11,6.17,5.95,244776834.0,6.1,6.72,6.72,6.05,688136771.0,6.69,6.5,6.69,6.35,804847673.0
23,23,603729,龙韵股份,273284768,1748220740.0,16.232894897460938,130146,20231102,16.94,17.03,17.49,16.8,109135844.0,16.99,18.73,18.73,16.91,273284772.0,19.09,20.6,20.6,18.95,263675112.0
24,24,000609,中迪投资,378284656,2037998191.1999998,19.761232376098633,132506,20231102,6.15,6.19,6.5,6.11,200561134.0,6.14,6.81,6.81,6.07,378284662.79,6.39,6.39,6.6,6.27,348789218.21
25,25,002505,鹏都农牧,384241744,11664897615.36,3.424849033355713,133445,20231102,1.65,1.66,1.68,1.64,105206596.4,1.66,1.83,1.83,1.65,384241736.94,1.85,1.83,1.89,1.78,511716461.0
26,26,600630,龙头股份,826502688,3861991944.0,22.236522674560547,134445,20231102,8.76,8.26,8.78,8.12,696552475.0,8.26,9.09,9.09,8.26,826502681.0,8.98,9.17,10.0,8.9,1110872120.0
27,27,603089,正裕工业,295429216,2834664052.2200003,10.93885326385498,135443,20231102,11.05,11.58,11.77,10.81,204121558.0,11.33,12.74,12.74,11.33,295429215.0,12.8,14.01,14.01,12.16,423733214.0
28,28,001238,浙江正特,548944768,3231800000.0,62.97469711303711,140951,20231102,24.66,26.71,26.71,23.7,414442225.97,25.0,29.38,29.38,24.92,548944771.58,27.66,26.55,31.55,26.44,549474359.89
29,0,603929,亚翔集成,1182893776,5013960000.0,21.068431854248047,093014,20231102,24.88,25.85,25.85,24.19,501210673.0,28.4,23.5,28.44,23.27,1182893779.0,22.0,25.85,25.85,22.0,657890098.0
30,1,603003,龙宇股份,1203730112,4515415935.360001,23.9720516204834,093028,20231102,10.56,11.66,11.66,10.55,438395132.0,12.69,11.22,12.83,11.11,1203730118.0,10.37,11.49,12.0,10.37,828019616.0
31,2,603803,瑞斯康达,623783760,3717594814.0799994,16.201881408691406,093036,20231102,7.97,8.77,8.77,7.94,341322274.0,9.23,8.54,9.65,8.48,623783765.0,8.44,8.64,8.79,8.44,417690499.0
32,3,688210,统联精密,189621484,4130254921.5,6.759195327758789,093304,20231102,23.75,24.39,24.85,23.7,89762697.0,24.19,26.1,29.27,24.19,189621484.0,25.98,26.92,27.39,25.21,125305363.0
33,4,002448,中原内配,457502112,3989417413.44,13.708950996398926,093530,20231102,6.41,6.62,6.69,6.36,277245596.8,6.62,6.78,7.28,6.61,457502106.18,6.81,6.9,6.97,6.71,307774631.87
34,5,600353,旭光电子,547272768,6579062740.8,8.42919921875,093545,20231102,7.21,7.42,7.56,7.16,117492362.0,7.47,7.9,8.16,7.42,547272761.0,7.71,8.22,8.25,7.65,496101840.0
35,6,002577,雷柏科技,377196048,4625088000.0,8.099162101745605,093936,20231102,15.21,15.32,15.62,15.15,63356609.38,15.2,16.35,16.85,15.2,377196045.48,16.35,16.13,16.35,16.01,219190538.19
36,7,600715,文投控股,356662336,4062129173.7599998,8.56618881225586,094235,20231102,2.07,2.11,2.14,2.06,68941957.0,2.12,2.19,2.32,2.11,356662331.0,2.12,2.14,2.19,2.1,200194455.0
37,8,603009,北特科技,840370800,3956792958.8799996,22.056983947753906,100504,20231102,10.16,10.68,10.98,9.59,551533067.0,10.75,11.03,11.75,10.42,840370801.0,11.03,11.83,11.95,10.52,813187746.0
38,9,600373,中文传媒,770764576,16843441940.16,4.589405536651611,105158,20231102,11.51,11.54,11.74,11.43,134021817.0,11.55,12.43,12.69,11.49,770764581.0,12.25,12.03,12.3,11.83,454378128.0
39,10,002843,泰嘉股份,414500768,6315449051.6,7.650332450866699,130039,20231102,24.5,24.19,24.92,23.6,169679220.03,24.5,25.1,26.61,24.04,414500762.62,24.98,24.37,25.45,24.08,260770603.31
40,11,002213,大为股份,616853328,3655807524.0,19.322628021240234,130821,20231102,14.33,14.45,14.58,14.31,124079159.2,14.5,15.42,15.9,14.5,616853327.35,15.41,15.31,15.6,14.7,466792950.73
41,12,603353,和顺石油,261211380,4997215080.0,5.425707817077637,143405,20231102,24.46,26.91,27.2,24.46,185008728.0,26.6,28.82,29.6,26.25,261211380.0,28.07,27.69,28.65,27.37,155507676.0
0,0,603266,天龙股份,167900232,7165889602.5,2.343048095703125,092500,20231103,32.58,32.75,32.75,31.91,269941861.0,36.03,36.03,36.03,36.03,167900232.0,39.63,39.63,39.63,38.68,308869125.0
1,1,002031,巨轮智能,233941514,7719878780.639999,3.3804798126220703,092500,20231103,3.24,3.19,3.27,3.19,146311986.65,3.51,3.51,3.51,3.51,233941514.04,3.86,3.86,3.86,3.73,1130717473.01
2,2,002313,日海智能,4393180,3129984000.0,0.14041678607463837,092500,20231103,7.43,7.6,7.6,7.39,21104646.0,8.36,8.36,8.36,8.36,4393180.0,9.2,9.2,9.2,9.2,17074473.2
3,3,002009,天奇股份,328090992,5484462168.799999,6.555683612823486,092500,20231103,12.51,12.23,12.55,12.22,52445990.0,13.45,13.45,13.45,13.3,328090983.5,13.45,13.9,14.38,13.21,580229042.33
4,4,603390,通达电气,65299200,4009231708.8,1.6287211179733276,092501,20231103,9.98,10.36,10.36,9.86,87847185.0,11.4,11.4,11.4,11.4,65299200.0,12.54,12.54,12.54,12.54,93134480.0
