,index,代码,名称,成交额,总市值,换手率,首次封板时间,date,t-1 open,t-1 close,t-1 high,t-1 low,t-1 volume,t+0 open,t+0 close,t+0 high,t+0 low,t+0 volume,t+1 open,t+1 close,t+1 high,t+1 low,t+1 volume
5,5,600592,龙溪股份,112791291,4307187463.04,2.61867618560791,092501,20231103,9.7,9.8,9.92,9.6,178158337.0,10.78,10.78,10.78,10.78,112791291.0,11.86,11.86,11.86,11.86,27773618.0
6,6,002931,锋龙股份,143621608,3083464234.08,5.16160249710083,093009,20231103,13.86,14.07,14.98,13.53,353457420.36,14.87,15.48,15.48,14.87,143621608.48,17.03,17.03,17.03,16.33,166756158.2
7,7,002981,朝阳科技,173625377,4029120000.0,4.8946075439453125,093039,20231103,38.15,38.15,38.15,38.15,16240455.0,41.97,41.97,41.97,40.47,173625376.6,46.17,42.3,46.17,39.5,684746912.09
8,8,002576,通达动力,501509728,3079115000.0,16.73407554626465,093106,20231103,17.6,16.95,17.82,16.93,150304670.0,17.08,18.65,18.65,17.08,501509720.45,18.65,19.02,19.99,18.55,874263666.61
9,9,002151,北斗星通,1540140544,20846741403.84,9.936111450195312,093218,20231103,33.43,34.83,36.29,33.05,1437742162.73,35.5,38.31,38.31,35.5,1540140539.38,37.55,36.89,37.55,36.11,2104176289.15
10,10,603767,中马传动,248731367,5076988240.8,4.956564903259277,093233,20231103,15.06,14.95,15.42,14.92,99974037.0,15.68,16.45,16.45,15.68,248731367.0,17.6,16.83,17.6,16.57,696390545.0
11,11,301368,丰立智能,414260048,5146285000.0,32.70884323120117,093251,20231103,36.51,35.71,36.99,35.71,62960786.0,40.0,42.85,42.85,39.82,414260041.0,43.07,46.62,46.93,42.0,648789639.0
12,12,603729,龙韵股份,263675112,1922762800.0000002,14.136878967285156,093529,20231103,16.99,18.73,18.73,16.91,273284772.0,19.09,20.6,20.6,18.95,263675112.0,21.19,22.66,22.66,19.6,436784102.0
13,13,603015,弘讯科技,401426528,4038147889.92,10.127484321594238,093631,20231103,9.71,9.08,9.75,8.96,263318907.0,9.35,9.99,9.99,9.13,401426534.0,10.36,10.48,10.99,10.15,926505673.0
14,14,002888,惠威科技,210921241,2682537422.4,16.07653045654297,093706,20231103,15.81,16.3,17.29,15.81,245515820.77,15.8,17.93,17.93,15.78,210921240.72,18.46,17.98,19.3,17.25,520388378.08
15,15,001266,宏英智能,275544256,3182110320.0,30.7052059173584,094027,20231103,28.78,27.97,28.81,27.72,74895859.62,28.23,30.77,30.77,28.21,275544250.31,30.4,31.65,33.33,30.02,423523055.6
16,16,002518,科士达,799099648,15895258519.679998,5.29099702835083,094530,20231103,25.56,24.62,25.69,24.6,273575097.74,24.65,27.08,27.08,24.65,799099648.3,27.36,28.24,29.08,27.33,1135650669.83
17,17,603528,多伦科技,339905248,5361403007.36,6.469156742095947,095222,20231103,8.06,7.81,8.1,7.79,140350332.0,7.8,8.59,8.59,7.79,339905246.0,8.75,8.86,9.11,8.62,524430174.0
18,18,603488,展鹏科技,83569400,2595795082.7200003,3.303830862045288,095236,20231103,8.08,8.08,8.12,8.0,16891921.0,8.08,8.08,8.11,7.96,21336031.0,8.15,8.89,8.89,8.03,83569400.0
19,19,603929,亚翔集成,657890096,5515356000.0,12.937695503234863,095310,20231103,28.4,23.5,28.44,23.27,1182893779.0,22.0,25.85,25.85,22.0,657890098.0,27.52,28.44,28.44,26.66,1185731263.0
20,20,603662,柯力传感,342416736,8489275009.6,4.148298740386963,095634,20231103,28.25,27.32,28.88,27.28,163567074.0,29.48,30.05,30.05,28.56,342416731.0,31.0,32.41,33.06,30.85,672488003.0
21,21,300503,昊志机电,727625424,4952258421.76,22.22064208984375,100045,20231103,13.8,13.48,13.98,13.4,173749186.0,14.68,16.18,16.18,14.67,727625425.0,17.0,17.03,17.08,16.34,1069119045.0
22,22,002892,科力尔,581946256,6302481461.76,15.225791931152344,100206,20231103,13.18,12.9,13.57,12.86,207108360.1,13.55,14.19,14.19,13.36,581946259.38,14.6,14.46,15.1,14.43,1047606753.25
23,23,603089,正裕工业,423733216,3117240453.0299997,14.224998474121094,100501,20231103,11.33,12.74,12.74,11.33,295429215.0,12.8,14.01,14.01,12.16,423733214.0,14.01,14.14,15.41,13.31,538184998.0
24,24,002896,中大力德,674810560,5876027847.95,11.795458793640137,100800,20231103,35.81,35.34,36.4,35.25,177937514.12,37.4,38.87,38.87,36.6,674810561.35,39.04,39.48,40.73,38.9,932938784.22
25,25,002119,康强电子,995778896,5238964640.0,19.280672073364258,100906,20231103,12.79,12.69,12.93,12.63,116016743.89,12.69,13.96,13.96,12.68,995778894.38,14.02,14.74,15.36,13.96,1695635965.61
26,26,603153,上海建科,166776766,6934849879.68,18.43810272216797,102428,20231103,15.63,15.38,15.7,15.31,54280959.0,15.38,16.92,16.92,15.31,166776766.0,16.87,16.67,16.89,16.44,216356941.0
27,27,603163,圣晖集成,225604735,3861000000.0,17.282642364501953,102741,20231103,37.0,35.1,38.2,35.0,144902085.0,35.0,38.61,38.61,34.26,225604735.0,41.0,39.41,42.47,37.84,387214840.0
28,28,600130,波导股份,830900448,4323840000.0,19.730104446411133,103738,20231103,5.02,5.12,5.32,5.0,287442701.0,5.05,5.63,5.63,5.04,830900442.0,5.75,5.64,5.95,5.42,1141527175.0
29,29,002963,豪尔赛,261893463,2483946043.6,13.244214057922363,110200,20231103,14.63,15.02,15.15,14.5,72330193.0,15.05,16.52,16.52,14.93,261893463.12,15.5,16.38,16.38,15.31,319035834.44
30,30,002456,欧菲光,7480864000,35347319744.799995,21.918140411376953,110342,20231103,9.81,9.86,10.08,9.62,3916353289.82,9.71,10.85,10.85,9.62,7480863920.01,11.0,11.29,11.5,10.75,8488206550.51
31,31,002238,天威视讯,438025392,6380345385.6,7.209222793579102,111445,20231103,6.54,7.23,7.23,6.52,239417656.69,7.35,7.95,7.95,7.01,438025393.71,8.75,8.75,8.75,8.75,62753057.5
32,32,001367,海森药业,196568310,3464600000.0,23.669288635253906,112930,20231103,45.82,46.32,47.28,45.24,68520258.13,46.79,50.95,50.95,45.64,196568310.45,51.49,49.42,51.49,48.8,257107312.8
33,33,002729,好利科技,212578803,3875302905.6,5.943048477172852,132042,20231103,20.0,19.25,20.1,19.22,118206040.95,19.23,21.18,21.18,19.23,212578803.1,22.0,21.83,22.82,21.5,590745308.98
34,34,688362,甬矽电子,381831648,13383477800.0,25.4357852935791,134157,20231103,28.35,27.36,28.8,27.3,81387435.0,27.5,32.83,32.83,27.33,381831652.0,32.59,33.87,34.55,31.93,513423953.0
35,35,002845,同兴达,441380720,6236584596.48,10.789846420288086,135718,20231103,17.66,17.31,18.0,17.3,176140099.4,17.3,19.04,19.04,17.29,441380713.91,20.0,19.33,20.94,19.04,1172047814.56
36,36,603290,斯达半导,1014505328,32384920330.68,3.260551691055298,140815,20231103,175.9,172.24,178.9,171.96,434556743.0,172.25,189.46,189.46,172.25,1014505321.0,191.82,190.56,192.98,186.26,984042001.0
37,37,300042,朗科科技,818535104,6276528000.0,15.21281909942627,141133,20231103,26.42,26.1,26.79,26.0,118346401.0,26.1,31.32,31.32,26.03,818535111.0,31.32,33.46,34.68,30.49,1204196344.0
38,38,603061,金海通,168942695,5554200000.0,12.594666481018066,141139,20231103,87.99,84.15,88.39,84.08,63891064.0,84.15,92.57,92.57,83.8,168942695.0,92.5,93.2,93.44,91.33,168111752.0
39,39,002527,新时达,820924400,7360060824.4800005,14.382540702819824,142451,20231103,10.26,10.12,10.41,10.12,121322455.69,10.74,11.13,11.13,10.56,820924396.2,11.3,11.29,11.38,11.08,840402183.4
40,0,002976,瑞玛精密,603741120,4320348252.0,24.983966827392578,092500,20231103,33.95,36.97,36.97,33.95,222391364.8,40.67,35.86,40.67,34.6,603741121.09,36.11,35.7,36.41,34.0,400392259.59
41,1,300539,横河精密,797964464,3322284636.0,28.922529220581055,093006,20231103,12.62,13.89,14.8,12.62,335995442.0,15.98,14.96,16.67,14.81,797964465.0,14.06,14.66,14.86,13.5,600030432.0
42,2,603958,哈森股份,161473013,2032115775.0,7.903264045715332,093308,20231103,9.04,8.77,9.04,8.7,57775777.0,8.8,9.19,9.65,8.8,161473013.0,9.2,9.13,9.42,9.07,109140875.0
43,3,600630,龙头股份,1110872128,3895980872.0,27.711626052856445,093401,20231103,8.26,9.09,9.09,8.26,826502681.0,8.98,9.17,10.0,8.9,1110872120.0,8.98,9.47,9.97,8.98,1008355914.0
44,4,002413,雷科防务,835963936,7975052892.8,11.284377098083496,093751,20231103,5.74,5.55,5.86,5.54,325141363.53,5.58,5.95,6.11,5.56,835963931.27,5.95,5.98,6.06,5.89,689448249.9
45,5,605086,龙高股份,250334906,3072000000.0,20.218996047973633,095235,20231103,21.73,22.75,23.7,21.48,107064460.0,22.82,24.0,25.03,22.18,250334906.0,23.6,25.45,26.4,22.73,295438254.0
46,6,002979,雷赛智能,299905616,5139360000.0,8.344398498535156,101330,20231103,16.29,15.63,16.55,15.63,82727181.0,16.23,16.6,17.19,16.05,299905614.95,16.94,17.88,18.06,16.75,334646285.09
47,7,603567,珍宝岛,524335872,13451240208.0,3.949693441390991,103834,20231103,12.99,13.06,13.21,12.92,98601849.0,13.35,14.28,14.37,13.21,524335865.0,14.03,13.73,14.09,13.52,403223537.0
48,8,600186,莲花健康,1974234528,13813038747.2,14.412281036376953,111954,20231103,7.09,7.17,7.49,7.09,998071782.0,7.17,7.7,7.89,7.1,1974234528.0,7.58,7.7,7.89,7.35,2163504040.0
49,9,601595,上海电影,780005648,9026748000.0,8.652162551879883,131148,20231103,18.44,19.1,19.76,18.26,487154286.0,18.83,20.14,21.01,18.6,780005640.0,20.7,22.15,22.15,20.7,553097754.0
50,10,603650,彤程新材,972933536,22079778815.52,4.5004963874816895,141156,20231103,34.37,34.13,34.66,33.8,198517584.0,34.45,36.81,37.54,34.07,972933529.0,37.54,36.6,38.15,36.36,861699619.0
0,0,002238,天威视讯,62753058,7022392720.0,0.8936136364936829,092500,20231106,7.35,7.95,7.95,7.01,438025393.71,8.75,8.75,8.75,8.75,62753057.5,9.63,9.63,9.63,9.63,38816247.69
1,1,002931,锋龙股份,166756158,3392209037.88,5.450640678405762,092500,20231106,14.87,15.48,15.48,14.87,143621608.48,17.03,17.03,17.03,16.33,166756158.2,18.66,18.73,18.73,17.74,602681604.84
2,2,002313,日海智能,17074473,3444479999.9999995,0.4959133267402649,092500,20231106,8.36,8.36,8.36,8.36,4393180.0,9.2,9.2,9.2,9.2,17074473.2,10.12,10.12,10.12,9.82,319015302.38
3,3,002031,巨轮智能,1130717472,8489667263.04,14.892017364501953,092500,20231106,3.51,3.51,3.51,3.51,233941514.04,3.86,3.86,3.86,3.73,1130717473.01,3.89,3.92,4.23,3.82,2297390605.74
4,4,600592,龙溪股份,27773618,4738705316.48,0.5861013531684875,092501,20231106,10.78,10.78,10.78,10.78,112791291.0,11.86,11.86,11.86,11.86,27773618.0,13.05,13.05,13.05,13.05,55545707.0
5,5,603266,天龙股份,308869120,7881881902.500001,3.925078868865967,092502,20231106,36.03,36.03,36.03,36.03,167900232.0,39.63,39.63,39.63,38.68,308869125.0,43.59,43.59,43.59,43.59,52699351.0
6,6,603390,通达电气,93134480,4410154879.679999,2.111818790435791,092503,20231106,11.4,11.4,11.4,11.4,65299200.0,12.54,12.54,12.54,12.54,93134480.0,13.79,13.79,13.79,13.79,62483469.0
7,7,000955,欣龙控股,89011080,2901949093.12,3.07080078125,093000,20231106,4.89,4.9,4.95,4.81,62022770.0,5.39,5.39,5.39,5.39,89011079.85,5.93,5.55,5.93,5.25,542073366.11
8,8,000828,东莞控股,154306702,10312008560.64,1.5006431341171265,093012,20231106,8.98,9.02,9.06,8.98,30676231.05,9.8,9.92,9.92,9.67,154306702.22,10.91,10.91,10.91,10.91,79394055.62
9,9,603929,亚翔集成,1185731264,6067958400.0,19.928264617919922,093024,20231106,22.0,25.85,25.85,22.0,657890098.0,27.52,28.44,28.44,26.66,1185731263.0,27.75,27.03,28.3,26.19,859437823.0
10,10,603729,龙韵股份,436784096,2115039080.0,21.89006233215332,093043,20231106,19.09,20.6,20.6,18.95,263675112.0,21.19,22.66,22.66,19.6,436784102.0,24.93,24.93,24.93,24.4,174102215.0
11,11,300210,森远股份,326212992,4241766779.52,7.9144816398620605,093112,20231106,7.58,7.3,8.19,7.01,1089620525.0,8.4,8.76,8.76,8.1,326212997.0,9.98,10.51,10.51,8.95,1510924328.0
12,12,601901,方正证券,1434890784,71207676902.40001,2.0297365188598633,093113,20231106,7.48,7.86,8.2,7.47,1028718763.0,8.3,8.65,8.65,8.22,1434890790.0,9.13,9.52,9.52,9.05,2408917749.0
13,13,601595,上海电影,553097760,9927630000.0,5.644510269165039,093204,20231106,18.83,20.14,21.01,18.6,780005640.0,20.7,22.15,22.15,20.7,553097754.0,22.98,23.47,24.37,22.59,1246729480.0
14,14,000712,锦龙股份,1640846720,14864640000.0,11.187634468078613,093254,20231106,14.59,15.08,15.33,14.46,1194806907.03,16.29,16.59,16.59,15.8,1640846726.73,16.74,17.18,18.05,16.62,2645766152.18
15,15,605319,无锡振华,343352528,5994038639.19,21.684890747070312,093326,20231106,21.6,21.75,21.98,21.1,246733438.0,22.1,23.93,23.93,22.1,343352535.0,23.7,23.84,24.32,22.93,368718800.0
16,16,300878,维康药业,584397696,4371219821.18,25.418209075927734,093357,20231106,24.01,25.16,25.18,23.89,61974299.0,25.95,30.19,30.19,25.5,584397695.0,29.2,31.86,33.05,28.38,643878963.0
17,17,002819,东方中科,70306383,8085113401.92,1.127713918685913,093412,20231106,23.76,24.49,24.52,23.76,28922339.14,25.51,26.94,26.94,25.51,70306383.0,28.01,27.08,28.01,26.32,240876984.86
18,18,603360,百傲化学,145596015,4006738295.0399995,3.6841390132904053,093433,20231106,10.04,10.11,10.25,10.04,26045028.0,10.35,11.12,11.12,10.3,145596015.0,11.12,11.26,11.51,10.85,208567687.0
19,19,301321,翰博高新,464368160,3784630500.0,25.302095413208008,093600,20231106,16.5,16.92,17.09,16.36,270209271.0,18.29,20.3,20.3,17.95,464368167.0,20.81,21.4,22.77,20.51,941624055.0
20,20,001269,欧晶科技,136000394,8786719656.92,3.6214840412139893,093830,20231106,40.02,41.52,41.68,40.02,143300196.87,41.58,45.67,45.67,41.58,136000394.0,45.93,46.4,46.59,45.06,382778024.98
21,21,002590,万安科技,388663840,6571162913.599999,6.350284099578857,093845,20231106,12.39,12.45,12.64,12.27,240914920.84,12.95,13.7,13.7,12.78,388663842.0,14.31,13.92,14.5,13.81,1099797172.38
22,22,603037,凯众股份,210937806,2907420263.66,7.460402965545654,094215,20231106,20.08,19.4,20.48,19.28,338192811.0,19.8,21.34,21.34,19.8,210937806.0,23.47,23.47,23.47,22.4,323493508.0
23,23,603003,龙宇股份,755292048,5086885688.320001,15.173925399780273,094304,20231106,10.37,11.49,12.0,10.37,828019616.0,11.5,12.64,12.64,11.49,755292043.0,12.66,13.9,13.9,12.64,1366498816.0
24,24,600114,东睦股份,995914720,8888249666.24,11.406668663024902,094538,20231106,12.91,13.11,13.18,12.6,417621002.0,13.3,14.42,14.42,13.27,995914719.0,14.55,14.78,15.28,14.35,1261018890.0
25,25,603985,恒润股份,2699498016,20107533380.0,13.81547737121582,095202,20231106,41.9,41.46,43.11,39.81,2102644145.0,43.25,45.61,45.61,42.1,2699498016.0,45.61,50.17,50.17,45.01,1875018901.0
26,26,002919,名臣健康,144115236,7076116251.75,2.1115639209747314,095300,20231106,28.63,28.95,29.22,28.21,90708977.47,29.07,31.85,31.85,29.07,144115235.66,33.82,32.38,34.13,32.13,417308042.48
27,27,603533,掌阅科技,592508896,10138516819.2,5.971362590789795,095435,20231106,20.8,21.0,21.45,19.91,816974140.0,21.92,23.1,23.1,21.92,592508891.0,24.02,22.94,24.5,22.8,1529051917.0
28,28,000793,华闻集团,524210752,4893251367.200001,11.129158973693848,095548,20231106,2.16,2.23,2.33,2.13,258812165.4,2.32,2.45,2.45,2.29,524210748.49,2.43,2.39,2.43,2.27,516886981.28
29,29,000070,特发信息,564426480,8292175313.280001,7.03298282623291,095939,20231106,8.39,8.37,8.48,8.35,180292097.35,8.4,9.21,9.21,8.38,564426481.45,9.17,9.33,9.45,9.08,864204835.83
30,30,000413,东旭光电,726162416,13462272691.2,6.199234485626221,100027,20231106,2.15,2.17,2.21,2.14,307874723.52,2.18,2.39,2.39,2.17,726162417.97,2.43,2.41,2.51,2.39,1159520994.05
31,31,300364,中文在线,2569710528,13657170215.36,21.860157012939453,100303,20231106,15.3,15.59,16.18,15.03,2086006091.0,17.01,18.71,18.71,16.71,2569710529.0,20.58,22.3,22.44,19.8,5266788422.0
32,32,603380,易德龙,272169776,4405001182.0,6.373674392700195,100528,20231106,25.69,24.89,26.09,24.32,210037338.0,25.01,27.38,27.38,24.87,272169774.0,30.12,30.12,30.12,30.12,153819617.0
33,33,600159,大龙地产,319416336,2880111215.04,11.461726188659668,100802,20231106,3.13,3.15,3.22,3.12,164287078.0,3.15,3.47,3.47,3.12,319416339.0,3.53,3.7,3.82,3.46,666244167.0
34,34,002122,汇洲智能,709205632,8713804611.84,8.397285461425781,100812,20231106,3.95,3.97,4.0,3.87,327211398.69,4.08,4.37,4.37,4.07,709205633.91,4.43,4.56,4.8,4.35,1358094648.06
35,35,002889,东方嘉盛,793218672,6612746054.000001,19.43083953857422,100833,20231106,34.61,31.15,34.63,31.15,547732683.12,29.6,34.27,34.27,29.6,793218664.6,33.83,37.7,37.7,33.8,877108606.46
36,36,603305,旭升集团,546801808,19476195547.36,2.869189739227295,101635,20231106,18.05,18.97,19.2,17.96,397627231.0,19.32,20.87,20.87,19.32,546801809.0,22.7,22.96,22.96,21.82,1705422078.0
37,37,002291,遥望科技,689621040,9129761729.28,8.24285888671875,102345,20231106,8.72,8.92,9.12,8.57,487057205.58,9.1,9.81,9.81,9.08,689621037.86,10.0,10.08,10.25,9.81,1353155997.43
38,38,601456,国联证券,2120773376,33754736162.56,7.558290481567383,102700,20231106,10.58,10.84,10.97,10.46,527427253.0,11.6,11.92,11.92,11.31,2120773369.0,11.73,12.23,12.37,11.71,2070494038.0
39,39,002555,三七互娱,2265220576,52696455482.880005,6.071595191955566,103903,20231106,21.5,21.6,21.82,20.93,1172807942.2,21.91,23.76,23.76,21.9,2265220582.8,24.8,24.51,24.86,23.92,3078742349.03
40,40,002387,维信诺,855888560,16833325931.52,5.308087348937988,104127,20231106,10.85,11.07,11.3,10.65,640902999.06,11.4,12.18,12.18,11.01,855888566.98,12.67,12.5,12.83,12.18,1179907477.27
41,41,603158,腾龙股份,833817840,5815971847.2,14.838677406311035,105017,20231106,10.18,10.77,11.09,9.87,1018575672.0,10.86,11.85,11.85,10.83,833817838.0,12.91,12.07,13.04,12.02,1774818126.0
42,42,600520,文一科技,1176270400,4052639399.9999995,30.748992919921875,105250,20231106,22.0,23.25,24.51,20.7,1377668379.0,23.99,25.58,25.58,22.45,1176270392.0,26.98,28.14,28.14,25.8,1444281642.0
43,43,603890,春秋电子,419475008,5246528573.599999,8.261909484863281,105337,20231106,10.53,10.86,11.3,10.41,285927353.0,11.05,11.95,11.95,10.84,419475014.0,12.08,11.94,12.49,11.9,593628512.0
44,44,001308,康冠科技,306193904,18218517592.32,15.419700622558594,105533,20231106,23.77,24.22,24.29,23.67,42858000.57,24.29,26.64,26.64,24.29,306193901.65,26.31,25.9,26.5,25.73,251564782.6
45,45,002600,领益智造,1109030912,46884710284.8,2.463569402694702,110500,20231106,5.93,6.08,6.1,5.9,366556690.79,6.3,6.69,6.69,6.28,1109030905.65,6.76,6.74,6.82,6.57,1917763708.24
46,46,688260,昀冢科技,246103399,4621200000.0,9.85867691040039,112118,20231106,30.57,32.09,33.03,29.8,146348022.0,32.45,38.51,38.51,32.45,246103399.0,37.35,36.7,39.9,36.38,313289617.0
47,47,601099,太平洋,4477168128,27469755156.480003,16.6420841217041,112748,20231106,3.65,3.66,3.71,3.62,1145574108.0,3.82,4.03,4.03,3.77,4477168042.0,4.03,4.17,4.34,4.0,5455312957.0
48,48,000892,欢瑞世纪,243860889,4159357235.2000003,8.356587409973145,130000,20231106,3.89,3.85,3.94,3.79,99219493.68,3.9,4.24,4.24,3.87,243860888.93,4.25,4.13,4.37,4.08,284314241.35
49,49,002222,福晶科技,767209824,12038400000.0,6.625156879425049,130009,20231106,24.95,25.6,25.65,24.8,343887313.4,26.24,28.16,28.16,25.98,767209826.63,29.0,30.98,30.98,28.5,1707063005.62
50,50,300280,紫天科技,1881347536,9044889172.640001,22.340457916259766,130012,20231106,44.2,46.51,47.33,44.11,1399825175.0,48.32,55.81,55.81,47.08,1881347527.0,54.99,54.25,55.5,53.08,1607982235.0
51,51,002885,京泉华,441211872,5266985047.68,10.45073413848877,131045,20231106,17.16,17.58,17.67,17.09,182661315.95,17.68,19.34,19.34,17.68,441211876.22,19.4,19.87,20.08,19.2,627294407.64
52,52,002995,天地在线,431980448,4360056573.6,16.16097068786621,131221,20231106,22.0,22.34,22.41,21.5,179508219.36,22.49,24.57,24.57,22.48,431980451.43,24.43,24.74,24.92,23.98,473658878.16
53,53,002277,友阿股份,383756112,5688225024.0,7.115437030792236,132248,20231106,3.9,3.71,3.92,3.68,478332018.81,3.72,4.08,4.08,3.7,383756107.9,4.05,3.99,4.16,3.96,437394033.61
54,54,300337,银邦股份,2272868848,9205504000.0,31.18549346923828,133739,20231106,9.55,9.33,9.75,8.78,1494394181.0,9.66,11.2,11.2,9.52,2272868845.0,11.0,11.59,11.99,10.68,2467929248.0
55,55,603686,福龙马,372146400,4563900069.12,8.434335708618164,135023,20231106,10.18,9.98,10.43,9.96,168920972.0,10.11,10.98,10.98,10.09,372146393.0,11.34,11.17,11.84,10.96,694544930.0
56,56,603721,中广天择,344051728,2610400000.0,13.817232131958008,140505,20231106,18.81,18.25,19.28,18.07,329027568.0,18.59,20.08,20.08,18.5,344051724.0,20.15,20.12,20.49,19.51,438801787.0
57,57,605277,新亚电子,732700192,4475204369.280001,40.896183013916016,140742,20231106,14.92,15.38,15.45,14.91,167645002.0,15.57,16.92,16.92,15.33,732700197.0,16.51,16.6,17.14,16.32,554281210.0
58,58,600119,长江投资,288705264,2808929129.92,13.012998580932617,141537,20231106,7.03,6.99,7.17,6.96,212405424.0,6.81,7.69,7.69,6.7,288705266.0,7.66,7.41,8.06,7.34,340389170.0
59,59,601127,赛力斯,10011173888,147573659569.6,7.104750156402588,144402,20231106,83.84,89.0,89.0,82.84,8030172567.0,91.0,97.9,97.9,89.89,10011173936.0,98.0,94.16,99.97,93.18,11846781765.0
60,0,002981,朝阳科技,684746912,4060799999.9999995,18.862043380737305,092500,20231106,41.97,41.97,41.97,40.47,173625376.6,46.17,42.3,46.17,39.5,684746912.09,42.4,46.53,46.53,42.4,556805346.05
61,1,603163,圣晖集成,387214848,3940999999.9999995,27.89012336730957,093026,20231106,35.0,38.61,38.61,34.26,225604735.0,41.0,39.41,42.47,37.84,387214840.0,38.23,38.35,38.68,37.78,233801936.0
62,2,603015,弘讯科技,926505680,4236215203.84,21.475589752197266,093051,20231106,9.35,9.99,9.99,9.13,401426534.0,10.36,10.48,10.99,10.15,926505673.0,9.79,10.26,10.28,9.79,582344346.0
63,3,600619,海立股份,681897840,8297920265.28,11.170317649841309,093321,20231106,7.02,7.19,7.48,7.02,261647569.0,7.05,7.66,7.91,7.05,681897844.0,7.5,7.94,8.43,7.5,1160817135.0
64,4,600513,联环药业,416158624,3115530628.0,13.346506118774414,093911,20231106,10.2,10.1,10.25,10.02,56068443.0,10.38,10.85,11.11,10.38,416158629.0,10.77,10.48,10.95,10.4,356540344.0
65,5,600843,上工申贝,283369888,4293262209.6,9.935559272766113,094003,20231106,5.62,5.76,5.79,5.61,48554249.0,5.82,6.02,6.34,5.76,283369891.0,6.02,5.95,6.07,5.93,169751025.0
66,6,603089,正裕工业,538184992,3146165596.42,16.471168518066406,094058,20231106,12.8,14.01,14.01,12.16,423733214.0,14.01,14.14,15.41,13.31,538184998.0,13.84,14.78,14.97,13.33,556577328.0
67,7,002793,罗欣药业,397791696,6514654995.2,6.0540337562561035,094439,20231106,5.76,5.65,5.79,5.62,84162502.0,5.7,5.99,6.22,5.69,397791693.73,6.0,5.87,6.0,5.85,230070104.39
68,8,002217,合力泰,721166288,10782800135.039999,6.669243812561035,095954,20231106,3.17,3.25,3.28,3.16,180422383.92,3.26,3.46,3.58,3.23,721166285.69,3.43,3.59,3.6,3.4,602878900.44
69,9,002119,康强电子,1695635968,5531686160.0,30.783456802368164,101115,20231106,12.69,13.96,13.96,12.68,995778894.38,14.02,14.74,15.36,13.96,1695635965.61,14.2,14.55,14.9,14.2,1136818014.82
70,10,002845,同兴达,1172047808,6331574592.959999,26.276161193847656,102348,20231106,17.3,19.04,19.04,17.29,441380713.91,20.0,19.33,20.94,19.04,1172047814.56,19.05,20.13,21.26,19.04,1420020503.09
71,11,600173,卧龙地产,253094292,3747708383.9999995,6.801800727844238,102936,20231106,5.12,5.01,5.22,5.01,113079878.0,5.02,5.35,5.51,4.99,253094292.0,5.32,5.46,5.65,5.25,268848432.0
72,12,002993,奥海科技,489160928,11143734800.0,5.027764320373535,104833,20231106,37.27,37.87,38.32,37.27,85299728.8,39.1,40.37,41.66,39.1,489160928.46,39.85,43.6,44.41,39.62,576969054.14
73,13,600686,金龙汽车,1000828208,6310017331.200001,16.008174896240234,110336,20231106,8.23,8.27,8.37,8.13,528487638.0,8.32,8.8,9.1,8.2,1000828214.0,8.55,8.9,9.15,8.49,893018769.0
74,14,003032,传智教育,615988448,5630240580.96,25.651857376098633,111230,20231106,13.13,13.21,13.3,12.98,155661492.22,13.31,13.99,14.53,13.25,615988444.32,13.99,14.07,14.21,13.82,459670854.68
75,15,600636,国新文化,349135584,4598287977.599999,7.595732688903809,111706,20231106,9.64,9.7,9.73,9.47,54024577.0,9.73,10.44,10.67,9.7,349135583.0,10.5,10.48,10.62,10.32,280146171.0
76,16,603598,引力传媒,443449616,2922384239.0,15.368695259094238,130019,20231106,9.8,10.08,10.44,9.65,140357335.0,10.36,10.91,11.09,10.08,443449609.0,11.12,11.18,12.0,10.98,711392657.0
77,17,603608,天创时尚,132934720,2069151053.28,6.432006359100342,130140,20231106,4.7,4.64,4.78,4.63,28871866.0,4.68,4.93,5.1,4.64,132934720.0,4.91,4.96,5.0,4.81,131893426.0
78,18,002799,环球印务,231088040,3610051200.0,6.41968297958374,130245,20231106,10.72,10.53,10.73,10.5,64645205.48,10.52,11.28,11.58,10.51,231088040.45,11.4,11.36,11.58,11.18,195631320.43
79,19,603662,柯力传感,672488000,9155986790.72,7.537845134735107,130903,20231106,29.48,30.05,30.05,28.56,342416731.0,31.0,32.41,33.06,30.85,672488003.0,32.1,32.89,33.98,31.68,593848669.0
80,20,000628,高新发展,3109056080,16930576800.0,34.23456954956055,131221,20231106,46.66,45.33,47.99,44.71,3015730764.74,45.51,48.06,49.86,43.76,3109056077.74,47.97,52.87,52.87,47.97,2037238775.05
81,21,300302,同有科技,1548038224,7904742948.0,26.456539154052734,134442,20231106,13.99,14.33,14.58,13.88,456410914.0,14.35,16.41,17.2,14.35,1548038219.0,16.56,17.06,17.18,16.2,1441515151.0
82,22,605086,龙高股份,295438256,3257600000.0,23.97420883178711,143534,20231106,22.82,24.0,25.03,22.18,250334906.0,23.6,25.45,26.4,22.73,295438254.0,24.44,26.94,27.9,24.19,339766159.0
0,0,002238,天威视讯,38816248,7728644787.84,0.5022387504577637,092500,20231107,8.75,8.75,8.75,8.75,62753057.5,9.63,9.63,9.63,9.63,38816247.69,10.59,10.59,10.59,10.59,25318868.52
